transaction_id,timestamp,transaction_type,merchant_category,amount_inr,transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend,date,month,month_name,quarter,year_month
TXN0000019950,2024-04-04 17:12:05,P2P,Other,1090,SUCCESS,18-25,26-35,Delhi,SBI,SBI,iOS,5G,0,17,Thursday,0,2024-04-04,4,Apr,Q2,2024-04
TXN0000019951,2024-01-25 11:12:55,P2P,Food,103,SUCCESS,46-55,36-45,Delhi,Yes Bank,Yes Bank,Android,4G,0,11,Thursday,0,2024-01-25,1,Jan,Q1,2024-01
TXN0000019952,2024-12-03 19:03:18,P2P,Other,375,SUCCESS,36-45,36-45,Andhra Pradesh,Yes Bank,SBI,iOS,4G,0,19,Tuesday,0,2024-12-03,12,Dec,Q4,2024-12
TXN0000019953,2024-05-31 21:24:01,P2M,Food,417,SUCCESS,46-55,26-35,Maharashtra,SBI,ICICI,Android,4G,0,21,Friday,0,2024-05-31,5,May,Q2,2024-05
TXN0000019954,2024-11-02 08:59:45,P2M,Food,936,SUCCESS,46-55,26-35,Uttar Pradesh,HDFC,SBI,Android,4G,0,8,Saturday,1,2024-11-02,11,Nov,Q4,2024-11
TXN0000019955,2024-11-22 20:27:49,P2P,Food,426,SUCCESS,18-25,26-35,Tamil Nadu,SBI,PNB,Android,WiFi,0,20,Friday,0,2024-11-22,11,Nov,Q4,2024-11
TXN0000019956,2024-01-02 21:31:38,P2M,Transport,938,SUCCESS,36-45,26-35,Maharashtra,ICICI,HDFC,iOS,5G,0,21,Tuesday,0,2024-01-02,1,Jan,Q1,2024-01
TXN0000019957,2024-12-03 22:24:29,P2M,Grocery,3447,SUCCESS,26-35,56+,Karnataka,SBI,SBI,Android,4G,0,22,Tuesday,0,2024-12-03,12,Dec,Q4,2024-12
TXN0000019958,2024-01-25 13:23:42,Bill Payment,Grocery,532,SUCCESS,26-35,26-35,Rajasthan,ICICI,SBI,Android,WiFi,0,13,Thursday,0,2024-01-25,1,Jan,Q1,2024-01
TXN0000019959,2024-01-30 07:45:13,P2P,Utilities,1734,SUCCESS,26-35,26-35,Delhi,PNB,PNB,Android,5G,0,7,Tuesday,0,2024-01-30,1,Jan,Q1,2024-01
TXN0000019960,2024-03-30 11:43:59,Bill Payment,Food,334,SUCCESS,26-35,36-45,Karnataka,HDFC,HDFC,Android,4G,0,11,Saturday,1,2024-03-30,3,Mar,Q1,2024-03
TXN0000019961,2024-02-11 07:17:15,Bill Payment,Other,919,SUCCESS,36-45,46-55,Uttar Pradesh,PNB,SBI,Android,4G,0,7,Sunday,1,2024-02-11,2,Feb,Q1,2024-02
TXN0000019962,2024-07-19 17:11:05,Bill Payment,Utilities,10660,SUCCESS,56+,56+,Maharashtra,PNB,PNB,Android,4G,0,17,Friday,0,2024-07-19,7,Jul,Q3,2024-07
TXN0000019963,2024-02-03 09:23:22,P2M,Utilities,4840,SUCCESS,36-45,18-25,West Bengal,SBI,Axis,Android,4G,0,9,Saturday,1,2024-02-03,2,Feb,Q1,2024-02
TXN0000019964,2024-04-06 20:39:50,P2M,Utilities,1630,SUCCESS,26-35,18-25,Delhi,Axis,IndusInd,Android,5G,0,20,Saturday,1,2024-04-06,4,Apr,Q2,2024-04
TXN0000019965,2024-09-06 19:16:56,P2P,Healthcare,538,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,HDFC,Android,4G,0,19,Friday,0,2024-09-06,9,Sep,Q3,2024-09
TXN0000019966,2024-08-05 15:15:07,P2M,Grocery,3589,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,Kotak,iOS,4G,0,15,Monday,0,2024-08-05,8,Aug,Q3,2024-08
TXN0000019967,2024-10-05 15:52:52,P2M,Grocery,2826,SUCCESS,36-45,26-35,Andhra Pradesh,SBI,IndusInd,Android,4G,0,15,Saturday,1,2024-10-05,10,Oct,Q4,2024-10
TXN0000019968,2024-03-11 11:45:08,P2M,Grocery,228,SUCCESS,26-35,36-45,Andhra Pradesh,HDFC,Axis,iOS,5G,0,11,Monday,0,2024-03-11,3,Mar,Q1,2024-03
TXN0000019969,2024-11-19 12:24:55,P2P,Food,258,SUCCESS,46-55,36-45,Andhra Pradesh,SBI,Axis,Android,4G,0,12,Tuesday,0,2024-11-19,11,Nov,Q4,2024-11
TXN0000019970,2024-09-19 12:58:57,P2M,Grocery,482,SUCCESS,46-55,36-45,Tamil Nadu,Kotak,Axis,Android,4G,0,12,Thursday,0,2024-09-19,9,Sep,Q3,2024-09
TXN0000019971,2024-12-04 20:40:27,Bill Payment,Other,1099,SUCCESS,46-55,46-55,Tamil Nadu,SBI,HDFC,Android,5G,0,20,Wednesday,0,2024-12-04,12,Dec,Q4,2024-12
TXN0000019972,2024-12-26 17:26:02,P2P,Other,729,SUCCESS,36-45,18-25,Rajasthan,SBI,ICICI,iOS,5G,0,17,Thursday,0,2024-12-26,12,Dec,Q4,2024-12
TXN0000019973,2024-08-19 09:19:34,P2P,Transport,262,SUCCESS,56+,26-35,Telangana,SBI,PNB,Android,5G,0,9,Monday,0,2024-08-19,8,Aug,Q3,2024-08
TXN0000019974,2024-08-13 09:25:36,P2P,Transport,37,SUCCESS,18-25,18-25,Rajasthan,IndusInd,PNB,Android,4G,0,9,Tuesday,0,2024-08-13,8,Aug,Q3,2024-08
TXN0000019975,2024-04-10 20:34:42,P2P,Food,219,SUCCESS,26-35,36-45,West Bengal,IndusInd,Kotak,Web,4G,0,20,Wednesday,0,2024-04-10,4,Apr,Q2,2024-04
TXN0000019976,2024-03-03 23:18:49,P2M,Food,143,SUCCESS,26-35,26-35,Rajasthan,HDFC,SBI,Android,4G,0,23,Sunday,1,2024-03-03,3,Mar,Q1,2024-03
TXN0000019977,2024-09-28 12:29:22,P2P,Utilities,306,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,ICICI,Android,WiFi,0,12,Saturday,1,2024-09-28,9,Sep,Q3,2024-09
TXN0000019978,2024-06-17 21:10:31,P2P,Entertainment,259,SUCCESS,26-35,36-45,Andhra Pradesh,PNB,SBI,Android,5G,0,21,Monday,0,2024-06-17,6,Jun,Q2,2024-06
TXN0000019979,2024-09-01 12:00:09,P2P,Other,1233,SUCCESS,26-35,26-35,West Bengal,Kotak,Axis,Android,3G,0,12,Sunday,1,2024-09-01,9,Sep,Q3,2024-09
TXN0000019980,2024-11-27 16:41:19,P2M,Transport,49,SUCCESS,26-35,36-45,Delhi,SBI,ICICI,Android,4G,0,16,Wednesday,0,2024-11-27,11,Nov,Q4,2024-11
TXN0000019981,2024-06-16 19:12:56,P2M,Grocery,73,SUCCESS,18-25,18-25,Gujarat,SBI,HDFC,Web,4G,0,19,Sunday,1,2024-06-16,6,Jun,Q2,2024-06
TXN0000019982,2024-06-20 20:00:28,Bill Payment,Transport,49,SUCCESS,36-45,26-35,Uttar Pradesh,PNB,Kotak,Android,3G,0,20,Thursday,0,2024-06-20,6,Jun,Q2,2024-06
TXN0000019983,2024-07-11 03:56:27,Recharge,Other,754,SUCCESS,26-35,36-45,Maharashtra,PNB,Yes Bank,iOS,4G,0,3,Thursday,0,2024-07-11,7,Jul,Q3,2024-07
TXN0000019984,2024-09-28 08:34:41,P2P,Shopping,538,FAILED,36-45,26-35,Maharashtra,Axis,IndusInd,Android,3G,0,8,Saturday,1,2024-09-28,9,Sep,Q3,2024-09
TXN0000019985,2024-04-09 19:36:59,P2M,Shopping,361,SUCCESS,26-35,36-45,West Bengal,IndusInd,SBI,Web,4G,0,19,Tuesday,0,2024-04-09,4,Apr,Q2,2024-04
TXN0000019986,2024-09-11 15:41:40,P2P,Transport,388,SUCCESS,18-25,18-25,Tamil Nadu,HDFC,Kotak,Android,5G,0,15,Wednesday,0,2024-09-11,9,Sep,Q3,2024-09
TXN0000019987,2024-11-03 09:08:38,P2M,Utilities,631,SUCCESS,56+,36-45,Uttar Pradesh,Yes Bank,SBI,Android,4G,0,9,Sunday,1,2024-11-03,11,Nov,Q4,2024-11
TXN0000019988,2024-07-17 19:53:06,P2P,Other,1113,SUCCESS,56+,46-55,Karnataka,SBI,Kotak,Android,5G,0,19,Wednesday,0,2024-07-17,7,Jul,Q3,2024-07
TXN0000019989,2024-02-07 11:44:25,P2M,Other,773,SUCCESS,26-35,18-25,Maharashtra,Axis,Yes Bank,Android,3G,0,11,Wednesday,0,2024-02-07,2,Feb,Q1,2024-02
TXN0000019990,2024-12-11 12:09:01,P2M,Entertainment,463,SUCCESS,26-35,26-35,Rajasthan,HDFC,IndusInd,Android,5G,0,12,Wednesday,0,2024-12-11,12,Dec,Q4,2024-12
TXN0000019991,2024-07-22 14:39:11,P2M,Utilities,10805,SUCCESS,26-35,18-25,Telangana,PNB,ICICI,Android,WiFi,0,14,Monday,0,2024-07-22,7,Jul,Q3,2024-07
TXN0000019992,2024-03-02 10:50:25,Bill Payment,Shopping,707,SUCCESS,46-55,26-35,Delhi,HDFC,PNB,Android,4G,0,10,Saturday,1,2024-03-02,3,Mar,Q1,2024-03
TXN0000019993,2024-01-11 14:46:18,P2M,Entertainment,140,SUCCESS,36-45,26-35,Tamil Nadu,SBI,Yes Bank,Android,5G,0,14,Thursday,0,2024-01-11,1,Jan,Q1,2024-01
TXN0000019994,2024-10-24 23:21:03,P2M,Grocery,321,SUCCESS,36-45,18-25,Gujarat,SBI,Yes Bank,Android,4G,0,23,Thursday,0,2024-10-24,10,Oct,Q4,2024-10
TXN0000019995,2024-04-10 13:20:17,P2P,Food,356,SUCCESS,46-55,18-25,West Bengal,Axis,Yes Bank,Android,4G,0,13,Wednesday,0,2024-04-10,4,Apr,Q2,2024-04
TXN0000019996,2024-05-19 23:53:56,P2P,Grocery,4803,SUCCESS,26-35,36-45,Telangana,ICICI,Axis,Android,5G,0,23,Sunday,1,2024-05-19,5,May,Q2,2024-05
TXN0000019997,2024-11-14 14:27:44,P2M,Transport,147,SUCCESS,18-25,36-45,Maharashtra,SBI,PNB,Android,5G,0,14,Thursday,0,2024-11-14,11,Nov,Q4,2024-11
TXN0000019998,2024-10-12 19:18:55,P2P,Other,1306,SUCCESS,36-45,36-45,Andhra Pradesh,IndusInd,HDFC,Web,3G,0,19,Saturday,1,2024-10-12,10,Oct,Q4,2024-10
TXN0000019999,2024-02-15 20:45:58,P2M,Other,382,SUCCESS,18-25,36-45,Tamil Nadu,ICICI,Kotak,iOS,4G,0,20,Thursday,0,2024-02-15,2,Feb,Q1,2024-02
TXN0000020000,2024-03-24 18:07:10,P2P,Shopping,1969,SUCCESS,56+,18-25,Maharashtra,PNB,Axis,Android,5G,0,18,Sunday,1,2024-03-24,3,Mar,Q1,2024-03
TXN0000020001,2024-09-12 13:39:27,Bill Payment,Other,1011,SUCCESS,26-35,26-35,Rajasthan,PNB,Axis,Android,5G,0,13,Thursday,0,2024-09-12,9,Sep,Q3,2024-09
TXN0000020002,2024-04-28 01:14:08,P2M,Utilities,457,SUCCESS,26-35,18-25,Rajasthan,Axis,Yes Bank,Android,5G,0,1,Sunday,1,2024-04-28,4,Apr,Q2,2024-04
TXN0000020003,2024-07-15 12:57:18,Bill Payment,Healthcare,1295,SUCCESS,36-45,18-25,Telangana,HDFC,PNB,iOS,5G,0,12,Monday,0,2024-07-15,7,Jul,Q3,2024-07
TXN0000020004,2024-02-29 11:00:36,Bill Payment,Education,11126,SUCCESS,36-45,56+,Andhra Pradesh,Kotak,PNB,Android,4G,0,11,Thursday,0,2024-02-29,2,Feb,Q1,2024-02
TXN0000020005,2024-07-31 12:28:12,Bill Payment,Shopping,410,SUCCESS,18-25,18-25,Karnataka,SBI,SBI,Android,4G,0,12,Wednesday,0,2024-07-31,7,Jul,Q3,2024-07
TXN0000020006,2024-04-23 18:49:09,Recharge,Shopping,2219,SUCCESS,36-45,26-35,Telangana,SBI,SBI,Android,4G,0,18,Tuesday,0,2024-04-23,4,Apr,Q2,2024-04
TXN0000020007,2024-05-19 19:28:32,P2M,Grocery,426,SUCCESS,36-45,46-55,Rajasthan,PNB,HDFC,Android,4G,0,19,Sunday,1,2024-05-19,5,May,Q2,2024-05
TXN0000020008,2024-05-14 11:06:42,P2P,Utilities,495,SUCCESS,26-35,26-35,Rajasthan,HDFC,HDFC,Android,4G,0,11,Tuesday,0,2024-05-14,5,May,Q2,2024-05
TXN0000020009,2024-11-11 12:04:36,P2P,Grocery,406,SUCCESS,26-35,26-35,Telangana,SBI,Axis,Android,5G,0,12,Monday,0,2024-11-11,11,Nov,Q4,2024-11
TXN0000020010,2024-07-05 10:35:37,P2P,Other,513,SUCCESS,18-25,26-35,Uttar Pradesh,Kotak,Kotak,Android,5G,0,10,Friday,0,2024-07-05,7,Jul,Q3,2024-07
TXN0000020011,2024-05-09 18:59:26,Bill Payment,Food,1125,SUCCESS,18-25,26-35,Maharashtra,HDFC,Yes Bank,Android,4G,0,18,Thursday,0,2024-05-09,5,May,Q2,2024-05
TXN0000020012,2024-11-11 19:43:36,Bill Payment,Food,1914,SUCCESS,18-25,18-25,Tamil Nadu,PNB,PNB,Android,5G,0,19,Monday,0,2024-11-11,11,Nov,Q4,2024-11
TXN0000020013,2024-07-22 21:42:06,P2P,Shopping,1002,SUCCESS,36-45,36-45,Uttar Pradesh,SBI,PNB,Android,4G,0,21,Monday,0,2024-07-22,7,Jul,Q3,2024-07
TXN0000020014,2024-05-10 17:25:44,P2M,Utilities,2530,SUCCESS,36-45,36-45,Andhra Pradesh,PNB,Axis,Android,4G,0,17,Friday,0,2024-05-10,5,May,Q2,2024-05
TXN0000020015,2024-11-19 15:56:51,P2P,Other,2386,SUCCESS,18-25,18-25,West Bengal,SBI,PNB,Android,5G,0,15,Tuesday,0,2024-11-19,11,Nov,Q4,2024-11
TXN0000020016,2024-04-16 11:16:30,P2M,Grocery,3185,SUCCESS,36-45,26-35,Delhi,SBI,Yes Bank,Android,4G,0,11,Tuesday,0,2024-04-16,4,Apr,Q2,2024-04
TXN0000020017,2024-02-22 09:57:34,P2M,Utilities,1347,SUCCESS,18-25,36-45,Andhra Pradesh,PNB,IndusInd,iOS,4G,0,9,Thursday,0,2024-02-22,2,Feb,Q1,2024-02
TXN0000020018,2024-07-26 11:10:41,Bill Payment,Grocery,498,SUCCESS,18-25,36-45,Andhra Pradesh,SBI,SBI,Android,5G,0,11,Friday,0,2024-07-26,7,Jul,Q3,2024-07
TXN0000020019,2024-01-10 20:04:49,P2M,Food,285,SUCCESS,46-55,26-35,Maharashtra,Kotak,IndusInd,iOS,4G,0,20,Wednesday,0,2024-01-10,1,Jan,Q1,2024-01
TXN0000020020,2024-12-07 21:02:39,P2P,Grocery,1583,SUCCESS,36-45,36-45,Delhi,IndusInd,SBI,Web,4G,0,21,Saturday,1,2024-12-07,12,Dec,Q4,2024-12
TXN0000020021,2024-03-28 10:28:51,P2P,Fuel,1657,SUCCESS,18-25,26-35,Maharashtra,IndusInd,ICICI,Web,4G,0,10,Thursday,0,2024-03-28,3,Mar,Q1,2024-03
TXN0000020022,2024-08-20 11:50:04,P2P,Utilities,250,SUCCESS,26-35,46-55,West Bengal,IndusInd,HDFC,Android,4G,0,11,Tuesday,0,2024-08-20,8,Aug,Q3,2024-08
TXN0000020023,2024-05-27 15:27:34,P2M,Fuel,2997,SUCCESS,18-25,46-55,Uttar Pradesh,IndusInd,SBI,Android,4G,0,15,Monday,0,2024-05-27,5,May,Q2,2024-05
TXN0000020024,2024-04-01 17:41:47,P2P,Food,93,SUCCESS,36-45,26-35,Uttar Pradesh,HDFC,Kotak,Android,4G,0,17,Monday,0,2024-04-01,4,Apr,Q2,2024-04
TXN0000020025,2024-10-14 14:59:48,P2P,Transport,229,SUCCESS,18-25,26-35,West Bengal,SBI,Axis,Web,4G,0,14,Monday,0,2024-10-14,10,Oct,Q4,2024-10
TXN0000020026,2024-10-19 15:52:36,P2P,Grocery,1928,SUCCESS,26-35,56+,Telangana,SBI,PNB,Android,WiFi,0,15,Saturday,1,2024-10-19,10,Oct,Q4,2024-10
TXN0000020027,2024-06-18 19:54:53,P2P,Grocery,1721,SUCCESS,56+,46-55,Telangana,SBI,IndusInd,Web,5G,0,19,Tuesday,0,2024-06-18,6,Jun,Q2,2024-06
TXN0000020028,2024-03-18 06:24:15,P2P,Grocery,3025,SUCCESS,56+,26-35,Maharashtra,Yes Bank,SBI,Android,5G,0,6,Monday,0,2024-03-18,3,Mar,Q1,2024-03
TXN0000020029,2024-09-14 11:29:33,P2M,Utilities,1528,SUCCESS,46-55,18-25,Uttar Pradesh,Axis,HDFC,Android,3G,0,11,Saturday,1,2024-09-14,9,Sep,Q3,2024-09
TXN0000020030,2024-06-22 13:32:40,Bill Payment,Grocery,242,SUCCESS,36-45,26-35,Maharashtra,Axis,Yes Bank,iOS,3G,0,13,Saturday,1,2024-06-22,6,Jun,Q2,2024-06
TXN0000020031,2024-03-22 02:25:42,P2M,Fuel,631,SUCCESS,46-55,26-35,Maharashtra,Yes Bank,SBI,iOS,5G,0,2,Friday,0,2024-03-22,3,Mar,Q1,2024-03
TXN0000020032,2024-12-03 20:11:29,P2P,Entertainment,337,SUCCESS,26-35,46-55,Gujarat,SBI,SBI,Android,5G,0,20,Tuesday,0,2024-12-03,12,Dec,Q4,2024-12
TXN0000020033,2024-12-02 18:06:03,P2P,Other,870,SUCCESS,26-35,36-45,Delhi,Yes Bank,PNB,Android,WiFi,0,18,Monday,0,2024-12-02,12,Dec,Q4,2024-12
TXN0000020034,2024-08-19 17:19:03,P2M,Food,183,SUCCESS,46-55,26-35,Gujarat,Yes Bank,SBI,Android,4G,0,17,Monday,0,2024-08-19,8,Aug,Q3,2024-08
TXN0000020035,2024-10-08 21:34:55,P2P,Utilities,3381,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,Yes Bank,Android,4G,0,21,Tuesday,0,2024-10-08,10,Oct,Q4,2024-10
TXN0000020036,2024-09-02 19:35:44,P2P,Fuel,1943,SUCCESS,26-35,26-35,Tamil Nadu,PNB,Axis,iOS,5G,0,19,Monday,0,2024-09-02,9,Sep,Q3,2024-09
TXN0000020037,2024-04-28 12:42:11,P2P,Transport,578,SUCCESS,46-55,36-45,Gujarat,SBI,ICICI,iOS,4G,0,12,Sunday,1,2024-04-28,4,Apr,Q2,2024-04
TXN0000020038,2024-02-17 19:34:36,Bill Payment,Fuel,623,SUCCESS,26-35,26-35,Andhra Pradesh,Axis,Kotak,Android,4G,0,19,Saturday,1,2024-02-17,2,Feb,Q1,2024-02
TXN0000020039,2024-12-24 12:33:43,P2M,Transport,133,SUCCESS,26-35,18-25,Karnataka,PNB,SBI,Android,4G,0,12,Tuesday,0,2024-12-24,12,Dec,Q4,2024-12
TXN0000020040,2024-03-09 08:13:33,P2P,Entertainment,633,SUCCESS,26-35,18-25,Maharashtra,PNB,SBI,Android,5G,0,8,Saturday,1,2024-03-09,3,Mar,Q1,2024-03
TXN0000020041,2024-03-12 21:06:50,P2M,Shopping,1444,SUCCESS,26-35,26-35,Uttar Pradesh,Kotak,HDFC,Web,4G,0,21,Tuesday,0,2024-03-12,3,Mar,Q1,2024-03
TXN0000020042,2024-08-02 12:27:02,P2P,Grocery,1361,SUCCESS,26-35,36-45,Karnataka,SBI,PNB,Android,5G,0,12,Friday,0,2024-08-02,8,Aug,Q3,2024-08
TXN0000020043,2024-06-08 22:28:35,P2P,Grocery,672,SUCCESS,18-25,18-25,West Bengal,IndusInd,SBI,Android,4G,0,22,Saturday,1,2024-06-08,6,Jun,Q2,2024-06
TXN0000020044,2024-05-26 05:36:18,P2P,Grocery,702,SUCCESS,18-25,36-45,Delhi,HDFC,ICICI,Android,4G,0,5,Sunday,1,2024-05-26,5,May,Q2,2024-05
TXN0000020045,2024-08-12 21:38:40,P2M,Food,1234,SUCCESS,26-35,36-45,Karnataka,Yes Bank,SBI,Android,4G,0,21,Monday,0,2024-08-12,8,Aug,Q3,2024-08
TXN0000020046,2024-08-11 18:04:45,P2P,Grocery,2249,SUCCESS,36-45,46-55,Delhi,HDFC,Yes Bank,iOS,4G,0,18,Sunday,1,2024-08-11,8,Aug,Q3,2024-08
TXN0000020047,2024-02-08 23:29:21,P2M,Entertainment,188,SUCCESS,56+,18-25,Maharashtra,HDFC,Axis,Android,4G,0,23,Thursday,0,2024-02-08,2,Feb,Q1,2024-02
TXN0000020048,2024-05-17 20:59:59,P2M,Food,112,SUCCESS,36-45,56+,Andhra Pradesh,IndusInd,IndusInd,Android,4G,0,20,Friday,0,2024-05-17,5,May,Q2,2024-05
TXN0000020049,2024-10-03 08:13:50,P2P,Grocery,1670,SUCCESS,36-45,26-35,Karnataka,Kotak,SBI,Android,4G,0,8,Thursday,0,2024-10-03,10,Oct,Q4,2024-10
TXN0000020050,2024-06-14 21:12:45,P2M,Utilities,4252,SUCCESS,18-25,36-45,Karnataka,PNB,IndusInd,Android,4G,0,21,Friday,0,2024-06-14,6,Jun,Q2,2024-06
TXN0000020051,2024-09-08 10:28:01,P2P,Grocery,239,SUCCESS,26-35,56+,Karnataka,IndusInd,Kotak,iOS,4G,0,10,Sunday,1,2024-09-08,9,Sep,Q3,2024-09
TXN0000020052,2024-09-11 08:48:07,Bill Payment,Grocery,1367,SUCCESS,18-25,46-55,Gujarat,HDFC,ICICI,Android,4G,0,8,Wednesday,0,2024-09-11,9,Sep,Q3,2024-09
TXN0000020053,2024-07-12 19:53:34,P2M,Grocery,101,SUCCESS,26-35,26-35,Andhra Pradesh,PNB,SBI,Android,4G,0,19,Friday,0,2024-07-12,7,Jul,Q3,2024-07
TXN0000020054,2024-04-24 04:59:01,P2P,Food,518,SUCCESS,18-25,26-35,Maharashtra,IndusInd,HDFC,iOS,4G,0,4,Wednesday,0,2024-04-24,4,Apr,Q2,2024-04
TXN0000020055,2024-05-25 19:03:43,P2M,Transport,354,FAILED,46-55,26-35,Karnataka,SBI,ICICI,iOS,4G,0,19,Saturday,1,2024-05-25,5,May,Q2,2024-05
TXN0000020056,2024-05-06 18:35:25,P2P,Food,112,SUCCESS,46-55,26-35,Rajasthan,PNB,Yes Bank,Android,4G,0,18,Monday,0,2024-05-06,5,May,Q2,2024-05
TXN0000020057,2024-07-29 09:42:03,P2P,Food,385,SUCCESS,36-45,36-45,Tamil Nadu,ICICI,SBI,Android,5G,0,9,Monday,0,2024-07-29,7,Jul,Q3,2024-07
TXN0000020058,2024-11-01 11:59:05,P2P,Fuel,6118,SUCCESS,26-35,36-45,Maharashtra,SBI,HDFC,iOS,4G,0,11,Friday,0,2024-11-01,11,Nov,Q4,2024-11
TXN0000020059,2024-10-17 11:19:46,P2M,Shopping,748,SUCCESS,18-25,26-35,Karnataka,HDFC,ICICI,Android,4G,0,11,Thursday,0,2024-10-17,10,Oct,Q4,2024-10
TXN0000020060,2024-02-27 16:35:07,Recharge,Education,2048,SUCCESS,26-35,36-45,Telangana,ICICI,HDFC,Android,4G,0,16,Tuesday,0,2024-02-27,2,Feb,Q1,2024-02
TXN0000020061,2024-03-08 19:01:47,P2P,Entertainment,720,SUCCESS,26-35,18-25,Karnataka,PNB,Axis,Web,4G,0,19,Friday,0,2024-03-08,3,Mar,Q1,2024-03
TXN0000020062,2024-11-10 13:06:54,P2P,Grocery,193,SUCCESS,36-45,18-25,Uttar Pradesh,Kotak,SBI,iOS,4G,0,13,Sunday,1,2024-11-10,11,Nov,Q4,2024-11
TXN0000020063,2024-11-04 21:32:00,P2P,Grocery,634,SUCCESS,26-35,18-25,Tamil Nadu,Kotak,PNB,Android,5G,0,21,Monday,0,2024-11-04,11,Nov,Q4,2024-11
TXN0000020064,2024-04-12 01:15:53,P2M,Shopping,230,SUCCESS,18-25,18-25,Maharashtra,Yes Bank,Axis,Android,4G,0,1,Friday,0,2024-04-12,4,Apr,Q2,2024-04
TXN0000020065,2024-03-06 20:54:02,P2P,Grocery,2721,SUCCESS,46-55,26-35,Uttar Pradesh,Axis,HDFC,Android,4G,0,20,Wednesday,0,2024-03-06,3,Mar,Q1,2024-03
TXN0000020066,2024-10-22 22:31:12,P2P,Shopping,2548,SUCCESS,26-35,26-35,Maharashtra,SBI,ICICI,Android,5G,0,22,Tuesday,0,2024-10-22,10,Oct,Q4,2024-10
TXN0000020067,2024-06-17 16:31:35,P2P,Fuel,529,SUCCESS,26-35,26-35,Rajasthan,SBI,SBI,iOS,4G,0,16,Monday,0,2024-06-17,6,Jun,Q2,2024-06
TXN0000020068,2024-01-05 20:07:12,Bill Payment,Shopping,5335,SUCCESS,46-55,26-35,Maharashtra,SBI,SBI,iOS,WiFi,0,20,Friday,0,2024-01-05,1,Jan,Q1,2024-01
TXN0000020069,2024-12-04 17:37:31,P2P,Grocery,417,SUCCESS,46-55,26-35,West Bengal,SBI,ICICI,Android,5G,0,17,Wednesday,0,2024-12-04,12,Dec,Q4,2024-12
TXN0000020070,2024-12-14 15:29:06,P2M,Utilities,276,SUCCESS,46-55,36-45,Karnataka,Yes Bank,SBI,iOS,5G,0,15,Saturday,1,2024-12-14,12,Dec,Q4,2024-12
TXN0000020071,2024-10-11 13:13:06,P2M,Transport,47,SUCCESS,36-45,18-25,Karnataka,HDFC,IndusInd,Android,4G,0,13,Friday,0,2024-10-11,10,Oct,Q4,2024-10
TXN0000020072,2024-03-26 18:06:33,P2P,Food,1370,SUCCESS,26-35,26-35,Tamil Nadu,IndusInd,SBI,Android,4G,0,18,Tuesday,0,2024-03-26,3,Mar,Q1,2024-03
TXN0000020073,2024-01-08 19:19:53,P2M,Food,86,SUCCESS,36-45,18-25,West Bengal,Axis,Kotak,Android,4G,0,19,Monday,0,2024-01-08,1,Jan,Q1,2024-01
TXN0000020074,2024-04-24 20:13:20,P2M,Shopping,193,SUCCESS,26-35,26-35,Delhi,SBI,ICICI,Android,3G,0,20,Wednesday,0,2024-04-24,4,Apr,Q2,2024-04
TXN0000020075,2024-07-09 14:41:36,P2P,Shopping,66,SUCCESS,26-35,46-55,Andhra Pradesh,Yes Bank,Yes Bank,iOS,4G,0,14,Tuesday,0,2024-07-09,7,Jul,Q3,2024-07
TXN0000020076,2024-04-17 10:23:59,P2P,Other,429,SUCCESS,26-35,36-45,Andhra Pradesh,ICICI,Kotak,Android,4G,0,10,Wednesday,0,2024-04-17,4,Apr,Q2,2024-04
TXN0000020077,2024-09-08 21:41:26,P2M,Fuel,1028,SUCCESS,36-45,36-45,Gujarat,HDFC,SBI,Android,WiFi,0,21,Sunday,1,2024-09-08,9,Sep,Q3,2024-09
TXN0000020078,2024-07-01 12:21:59,P2M,Utilities,420,SUCCESS,26-35,18-25,Maharashtra,PNB,ICICI,iOS,4G,0,12,Monday,0,2024-07-01,7,Jul,Q3,2024-07
TXN0000020079,2024-06-10 17:15:35,P2M,Fuel,4367,SUCCESS,26-35,26-35,Karnataka,ICICI,ICICI,Android,5G,0,17,Monday,0,2024-06-10,6,Jun,Q2,2024-06
TXN0000020080,2024-12-20 06:57:25,Bill Payment,Grocery,1301,SUCCESS,36-45,18-25,Telangana,IndusInd,SBI,Android,4G,0,6,Friday,0,2024-12-20,12,Dec,Q4,2024-12
TXN0000020081,2024-12-08 17:34:37,P2M,Grocery,750,SUCCESS,18-25,56+,Uttar Pradesh,HDFC,Kotak,Android,5G,0,17,Sunday,1,2024-12-08,12,Dec,Q4,2024-12
TXN0000020082,2024-11-10 12:22:21,P2P,Transport,758,SUCCESS,36-45,36-45,Tamil Nadu,IndusInd,HDFC,Android,WiFi,0,12,Sunday,1,2024-11-10,11,Nov,Q4,2024-11
TXN0000020083,2024-11-29 15:51:06,P2M,Other,194,SUCCESS,26-35,18-25,Delhi,PNB,HDFC,Android,5G,0,15,Friday,0,2024-11-29,11,Nov,Q4,2024-11
